ticker,date,period,article_count,headlines,direction,distinct_events,cat_ai_infrastructure_platforms,cat_ai_product_platform_ecosystem,cat_analyst_consensus_signals,cat_autonomous_driving_robotaxi,cat_cloud_infrastructure_investment,cat_cybersecurity_service_incidents,cat_earnings_deliveries_production,cat_earnings_valuation_milestones,cat_enterprise_industry_adoption,cat_ev_market_competition_pricing,cat_gaming_consumer_products,cat_gaming_entertainment_strategy,cat_market_sector_sentiment,cat_musk_leadership_governance,cat_openai_partnership_governance,cat_regulatory_antitrust_legal,cat_regulatory_geopolitical_risk,cat_safety_recalls_regulatory,cat_supply_chain_competitive_dynamics,cat_workforce_operations_restructuring,actionability,capital_commitment_scale,ceo_focus_dilution,competitive_impact,controversy,directional_clarity,expected_duration,information_density,management_signal,materiality,narrative_shift,regulatory_risk,repeatedness,scope,sentiment_strength,supply_chain_significance,surprise,temporal_horizon,reasoning
MSFT,2024-03-11,gap,5,"EU Commission's use of Microsoft software breached privacy rules, watchdog says | Microsoft says it hasn't been able to shake Russian state hackers | OpenAI CEO Sam Altman To Rejoin Nonprofit Board, The Information Reports | Sam Altman to return to OpenAI's board, The Information reports | Sam Altman To Return To OpenAI Board Of Directors- The Information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-12,gap,2,"CueZen Selected to Participate in Microsoft for Startups Pegasus Program | Microsoft committed to renewable energy use in data centres, says VP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-13,gap,1,Microsoft announces quarterly dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-14,gap,1,Microsoft To Launch AI Assistant For Security Products -- Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-15,gap,3,"What do we know about TikTok's Chinese owner, ByteDance? | Abu Dhabi-backed firm in talks to invest in OpenAI chip venture, FT reports | Abu Dhabi In Talks To Invest In OpenAI Chip Venture- FT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-18,gap,1,Political Veteran Lehane Nearing Deal To Join Openai - The Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-20,gap,1,California OTA Ruling Favors Microsoft On Foreign Dividend Sales Factor Treatmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-21,gap,1,"AI startup Cohere seeks $5 bln valuation in latest fundraising, source says",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-03-26,gap,2,"Microsoft: Wedbush raises its price target | Microsoft names new Windows and Surface chief, The Verge reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-01,gap,1,"Microsoft to Sell Teams from Office Product Globally, Says Reuters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-02,gap,1,Microsoft Is Working On An Xbox AI Chatbot- The Verge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-03,gap,5,"De La Rue renews contract with Microsoft for five years | De La Rue Renews Contract With Microsoft | Scathing federal report rips Microsoft for shoddy security, insincerity in respo | Private equity firm CD&R to buy IT company Presidio from BC Partners | Review board to issue report detailing Microsoft's lapses in China hack, Washing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-09,gap,4,UPDATE1: Microsoft to invest $2.9 bil. in Japan to enhance AI data centers | Symbolica raises $31 mln to develop AI systems to compete with OpenAI | Microsoft to invest $2.9 bil. in Japan to enhance AI data centers | Microsoft to invest $2.9 billion to boost AI business in Japan - Nikkei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-10,gap,2,"Factbox-US, Japan to strike deals on defense, space at leaders' summit | Microsoft offers cybersecurity cooperation in meeting with Kishida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-11,gap,1,M&C Saatchi taps creative leaders from advertising agency McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-12,gap,2,"OpenAI's Altman pitches ChatGPT Enterprise to large firms, including some Micros | Microsoft announces quarterly earnings release date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-16,gap,3,"Microsoft : invests $1.5 billion in Abu Dhabi’s G42 to accelerate AI development | Microsoft to invest $1.5 bln in Emirati AI firm G42, New York Times reports | Microsoft to announce $1.5 bln investment in AI firm G42, NYT reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-18,gap,1,"CO280 and Aker Carbon Capture collaborate with Microsoft to scale-up permanent, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-22,gap,2,"Microsoft : Cognizant and Microsoft announce global partnership to expand adopti | Microsoft Hires Ex-Meta Platforms Exec Jason Taylor To Boost Data Centers, OpenA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-25,gap,1,Microsoft-backed Rubrik prices US IPO above range at $32/shr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-26,gap,10,"The Estée Lauder Companies and Microsoft increase collaboration to power prestig | Microsoft: EPS up 20% in Q3 | News Highlights : Top Company News of the Day - Thursday at 11 PM ET | Microsoft results top Wall Street targets, driven by AI investment | Microsoft: Fiscal Q3 Earnings Snapshot | Microsoft earnings press release available on Investor Relations website | Microsoft : Cloud Strength Fuels Third Quarter Results | Leading in the era of AI: How Microsoft’s platform differentiation and Copilot e | Microsoft : Earnings Release FY24 Q3 | Microsoft beats quarterly revenue estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-04-30,gap,1,"Microsoft to invest $1.7 bln in cloud, AI in Indonesia, CEO says",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-01,gap,1,"Microsoft to power data centres with Brookfield renewables deal, FT reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-02,gap,3,Microsoft to invest $2.2 bil. on Malaysia's digital transformation | Microsoft to invest $2.2 bln in cloud and AI services in Malaysia | Microsoft to invest $2.2 billion in Malaysia's digital transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-03,gap,1,News Highlights : Top Company News of the Day - Thursday at 5 PM ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-07,gap,1,Spain's Competition Authority to Look Into Cloud Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-08,gap,1,Biden to unveil $3.3 billion Microsoft AI investment in battleground Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-09,gap,2,"How dependent is China on US artificial intelligence technology? | Futures dip on higher Treasury yields, jobless claims data awaited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-10,gap,1,What risks do advanced AI models pose in the wrong hands?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-15,gap,1,OpenAI co-founder Ilya Sutskever departs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-16,gap,1,Microsoft asks hundreds of China-based staff to relocate amid U.S.-China tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-17,gap,8,"Microsoft plans to release next Call of Duty version on subscription service, WS | DXC Technology Working With Ferrovial, Microsoft on AI Platform | Microsoft's Partnership With Mistral AI Cleared by U.K. Regulator -- Update | Microsoft's Partnership With Mistral AI Cleared by U.K. Regulator | UK's CMA says Microsoft-Mistral AI tie-up does not call for probe | Microsoft: EU requests information on AI in Bing | Sainsbury aims to be leading AI-enabled grocer as inks Microsoft deal | Sainsbury's Signs Deal With Microsoft to Boost AI Capabilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-20,gap,4,"Microsoft to unveil AI devices and features ahead of developer conference | Britain's AI safety institute to open US office | South Korea, UK to co-host second global AI summit as boom fans risks | Microsoft offers cloud customers AMD alternative to Nvidia AI processors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-21,gap,4,"AI summit secures safety commitments from 16 companies, statement says | Europe sets benchmark for rest of the world with landmark AI laws | Sanofi partners with OpenAI, Formation Bio on AI-driven drug development | Scarlett Johansson says OpenAI chatbot voice 'eerily similar' to hers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-22,gap,4,"Microsoft backs tree-planting carbon removal scheme in Panama | Summit host South Korea says world must cooperate on AI technology | Microsoft, G42 to invest $1 billion in Kenya, build data center | Microsoft : and G42 announce $1 billion comprehensive digital ecosystem initiati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-23,gap,3,Scarlett Johansson's OpenAI feud rekindles Hollywood fear of artificial intellig | Microsoft's UAE deal could transfer key U.S. chips and AI technology abroad | Sam Altman's OpenAI signs content agreement with News Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-24,gap,1,EU data protection board says ChatGPT still not meeting data accuracy standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-29,gap,1,Ex-OpenAI board member provides her first detailed account of CEO ouster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-05-30,gap,2,OpenAI's Tie-Up With Grab to Give Southeast Asian Firm an AI Boost -- Update | Grab to Collaborate with OpenAI to Enhance User Experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-03,gap,1,News Highlights : Top Company News of the Day - Friday at 7 PM ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-04,gap,2,"Advocacy group accuses Microsoft of shifting child data role onto schools | Microsoft to lay off hundreds in Azure cloud business, Business Insider reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-06,gap,2,"Justice Department, FTC Reach Deal for Antitrust Inquiries of Microsoft, OpenAI, | US regulators to open antitrust inquiries of Microsoft, OpenAI and Nvidia, NYT r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-11,gap,2,Mistral AI raises 600 mln euros led by General Catalyst | Microsoft: cybersecurity program for hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-12,gap,5,"Wall St gears for higher open after cool inflation data; Fed decision on tap | Microsoft: partnership with Eviden, a subsidiary of Atos | Microsoft: Repsol to supply renewable electricity | Denmark's European Energy signs long-term power deals with Microsoft | Oracle To Provide Additional Capacity For OpenAI on Microsoft Azure AI Platform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-13,gap,4,EU's new AI rules ignite battle over data transparency | Microsoft announces quarterly dividend | Openai's Annualized Revenue Doubles To $3.4 Billion Since Late 2… | Communication Services Shares Little Changed -- Communications Services Roundup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-14,gap,3,Microsoft to invest $7.16 bln in new data centres in northeastern Spain | French tech firms warn immigration curbs could threaten AI ambitions | Tech Advances as Apple Surges - Tech Roundup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-17,gap,1,OpenAI CEO says company could become benefit corporation- The Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-20,gap,2,"UK takes top spot in Europe for GenAI startups, Accel says | Asian stocks rise on tech rally, Fed rate cut wagers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-21,gap,2,"Wall Street futures edge lower ahead of business survey data | Asian FX muted on robust dollar, rupiah at 4-year low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-24,gap,1,"OpenAI buys database analytics firm Rockset in nine-figure stock deal, sources s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-25,gap,9,"Microsoft's decades-long battle with EU antitrust regulators | Microsoft: EC sends its list of grievances concerning Teams | Chinese AI firms woo OpenAI users as U.S. company plans API restrictions | Microsoft Might Have Breached Competition Rules Over Teams Bundling, EU Says | EvolutionaryScale lands $142 mln to advance AI in biology | EU charges Microsoft with abusive bundling of Teams with Office | Microsoft Says Will Work To Find Solutions To Address Eu Regulat… | Eu Antitrust Regulators Charge Microsoft With Abusive Bundling O… | OpenAI to cut access to tools for developers in China and other regions, Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-26,gap,1,OpenAI delays rolling out its 'Voice Mode' to July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-28,gap,2,"Microsoft tells clients Russian group hacked into emails, Bloomberg News reports | Microsoft tells clients Russian hackers viewed emails, Bloomberg News reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-02,gap,4,Microsoft: strengthened cybersecurity collaboration with IBM | Craneware strengthens Microsoft relationship with landmark deal | Craneware Agrees Microsoft AI Alliance for U.S. Healthcare Industry | Microsoft consolidates retail channels in China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-03,gap,1,"China leading generative AI patents race, UN report says",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-05,gap,2,"OpenAI details stolen in cyber attack: NYT | OpenAI's internal AI details stolen in 2023 breach, NYT reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-09,gap,2,"China leads the world in adoption of generative AI, survey shows | European carbon removal specialists to support new projects in India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-10,gap,6,North American Morning Briefing : Powell's Second Day of Remarks Awaited | Microsoft ditches OpenAI board observer seat | Microsoft Withdraws From OpenAI's Board Amid Antitrust Scrutiny -- Update | Microsoft Withdraws From OpenAI's Board Amid Antitrust Scrutiny | Microsoft ditches OpenAI board observer seat amid regulatory scrutiny | Microsoft Says Seat Not Necessary After Openai's Significant Pro…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-12,gap,2,VuDecide AI Agent for Shock Resilient Demand Planning Now Available on Microsoft | U.S. Lawmakers Seek Probe of Microsoft's $1.5 Billion Deal With Abu Dhabi AI Fir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-15,gap,1,OpenAI working on new reasoning technology under code name 'Strawberry',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-16,gap,4,Microsoft Faces U.K. Antitrust Probe Over Inflection AI Ties -- 2nd Update | Microsoft Faces U.K. Antitrust Probe Over Inflection AI Ties -- Update | Microsoft Faces U.K. Competition Probe Over Inflection AI Ties | UK watchdog starts probe into Microsoft hiring former Inflection AI staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-19,gap,8,"Tech sell-off, cyber outages cap a choppy week for world markets | Wall St Week Ahead-Investors count on earning to calm $900 billion US tech rout | Microsoft Says Resolution to Major IT Outage is Forthcoming | Two German hospitals cancel elective operations citing global IT outage | Microsoft Reports Major Service Outage Affecting Users Worldwide | Microsoft cloud outage causes airlines to ground flights | Microsoft outage causes Frontier airlines to briefly ground all flights | Frontier says operations impacted by Microsoft outage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-22,gap,2,U.S. Vice President Harris' views on business issues | Pomerantz Law Firm Investigates Claims On Behalf of Investors of Microsoft Corpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-24,gap,4,"Microsoft aims to boost AI workload capacity with Lumen Technologies partnership | OpenAI assigns new project to AI safety leader Madry in revamp | OpenAI's Altman Says Aleksander Is Working On A New And V Important Research Pro | OpenAI reassigns AI safety leader Madry, The Information reports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-26,gap,2,MORNING BID ASIA-Stocks not out of the woods after trying to recover | Google AI systems make headway with math in progress toward reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-07-30,gap,3,"London's FTSE 100 slips as corporate earnings, investor caution weigh | European shares open higher ahead of Fed meeting, Euro inflation data | Commodities slip, stocks steady ahead of Fed, BOJ rate decisions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
